loaded 340 states from 0002.dat
FINGER
Bounding Sphere
   0.0, 297.5,   0.0,    0,   -0,    0
POLYFLAP
Bounding Box
   0.0,   0.0,   0.0,    0,   -0,    0
50, 25, 65, 
GROUND PLANE
Bounding Plane
   0.0,   0.0,   0.0,    0,   -0,    0
timestamp, eff_x, eff_y, eff_z,eff_r,eff_p,eff_y,    Fx,    Fy,    Fz,    Tx,    Ty,    Tz, obj_x, obj_y, obj_z,obj_r,obj_p,obj_y
  100.213,  -0.0, 291.4, 165.0,  -77,   -0,    0,  -0.0,   0.0,   0.8,   1.9,   0.0,  -0.1,   0.0, 200.0,  49.0,    4,   90,    4
  100.246,  -0.0, 291.5, 165.0,  -77,   -0,    0,  -0.0,   0.0,   0.9,   1.7,   1.1,  -0.1,   0.0, 200.0,  49.0,   49,   90,   49
  100.280,  -0.0, 291.7, 165.0,  -77,   -0,    0,  -0.0,   0.0,   0.8,   2.5,   1.0,  -0.1,   0.0, 200.0,  49.0,   49,   90,   49
  100.313,  -0.0, 291.9, 165.0,  -77,   -0,    0,  -0.0,   0.0,   0.8,   1.9,   0.1,  -0.1,   0.0, 200.0,  49.0,  -68,   90,  -68
  100.346,  -0.0, 292.1, 165.0,  -77,   -0,    0,  -0.0,   0.0,   0.8,   2.4,   0.5,  -0.1,   0.0, 200.0,  49.0,   43,   90,   43
  100.380,  -0.0, 292.3, 165.0,  -77,   -0,    0,  -0.0,   0.0,   0.8,   1.6,   2.2,  -0.1,   0.0, 200.0,  49.0,   43,   90,   43
  100.413,  -0.0, 292.5, 165.0,  -77,   -0,    0,  -0.0,   0.0,   0.9,   1.6,   1.5,  -0.1,   0.0, 200.0,  49.0,  -60,   90,  -60
  100.447,  -0.0, 292.7, 165.0,  -76,   -0,    0,  -0.0,   0.0,   0.8,   1.7,   2.4,  -0.1,   0.0, 200.0,  49.0,  -32,   90,  -32
  100.480,  -0.0, 292.9, 165.0,  -76,   -0,    0,   0.0,   0.0,   0.9,   1.2,  -1.7,  -0.1,   0.0, 200.0,  49.0,  -32,   90,  -32
  100.513,  -0.0, 293.1, 165.0,  -76,   -0,    0,  -0.0,   0.0,   0.8,   2.2,  -0.0,  -0.1,   0.0, 200.0,  49.0,  -26,   90,  -26
  100.546,  -0.0, 293.3, 165.0,  -76,   -0,    0,  -0.0,   0.0,   0.8,   2.0,   1.0,  -0.1,   0.0, 200.0,  49.0,   17,   90,   17
  100.580,  -0.0, 293.5, 165.0,  -76,   -0,    0,  -0.0,   0.0,   0.9,   1.6,   2.7,  -0.1,   0.0, 200.0,  49.0,   17,   90,   17
  100.613,  -0.0, 293.7, 165.0,  -76,   -0,    0,  -0.0,   0.0,   0.8,   1.6,   1.9,  -0.1,   0.0, 200.0,  49.0,  -46,   90,  -46
  100.646,  -0.0, 293.9, 165.0,  -76,   -0,    0,  -0.0,   0.0,   0.8,   1.8,   2.7,  -0.1,   0.0, 200.0,  49.0,  -73,   90,  -73
  100.680,  -0.0, 294.1, 165.0,  -76,   -0,    0,  -0.0,   0.0,   0.9,   2.6,   2.9,  -0.1,   0.0, 200.0,  49.0,  -73,   90,  -73
  100.713,  -0.0, 294.3, 165.0,  -76,   -0,    0,   0.0,   0.0,   0.9,   1.8,  -1.7,  -0.1,   0.0, 200.0,  49.0,   53,   90,   53
  100.747,  -0.0, 294.5, 165.0,  -76,   -0,    0,  -0.0,   0.0,   0.8,   1.1,   0.5,  -0.1,   0.0, 200.0,  49.0,  -66,   90,  -66
  100.780,  -0.0, 294.7, 165.0,  -76,   -0,    0,   0.0,   0.0,   0.9,   1.4,  -2.8,  -0.1,   0.0, 200.0,  49.0,  -66,   90,  -66
  100.813,  -0.0, 294.9, 165.0,  -76,   -0,    0,   0.0,   0.0,   0.8,   1.3,  -1.8,  -0.1,   0.0, 200.0,  49.0,   16,   90,   16
  100.846,  -0.0, 295.1, 165.0,  -76,   -0,    0,  -0.0,   0.0,   0.8,   2.3,   2.4,  -0.1,   0.0, 200.0,  49.0,  -43,   90,  -43
  100.880,  -0.0, 295.3, 165.0,  -76,   -0,    0,  -0.1,   0.0,   0.9,   1.2,   3.3,  -0.1,   0.0, 200.0,  49.0,  -43,   90,  -43
  100.913,  -0.0, 295.5, 165.0,  -76,   -0,    0,  -0.0,   0.0,   0.8,   1.9,   0.3,  -0.1,   0.0, 200.0,  49.0,   -3,   90,   -3
  100.947,  -0.0, 295.7, 165.0,  -76,   -0,    0,   0.0,   0.0,   0.8,   2.0,  -0.3,  -0.1,   0.0, 200.0,  49.0,   49,   90,   49
  100.980,  -0.0, 296.0, 165.0,  -76,   -0,    0,  -0.1,   0.0,   0.8,   1.4,   4.6,  -0.1,   0.0, 200.0,  49.0,   49,   90,   49
  101.013,  -0.0, 296.2, 165.0,  -76,   -0,    0,  -0.1,   0.0,   0.8,   1.5,   3.8,  -0.1,   0.0, 200.0,  49.0,   44,   90,   44
  101.047,  -0.0, 296.4, 165.0,  -76,   -0,    0,  -0.1,   0.0,   0.9,   1.4,   4.4,  -0.1,   0.0, 200.0,  49.0,   35,   90,   35
  101.080,  -0.0, 296.7, 165.0,  -76,   -0,    0,  -0.0,   0.0,   0.9,   1.4,   0.8,  -0.1,   0.0, 200.0,  49.0,   35,   90,   35
  101.114,  -0.0, 296.9, 165.0,  -76,   -0,    0,  -0.0,   0.0,   0.8,   1.7,   1.4,  -0.1,   0.0, 200.0,  49.0,   29,   90,   29
  101.146,  -0.0, 297.1, 165.0,  -76,   -0,    0,  -0.0,   0.0,   0.8,   1.8,   1.5,  -0.1,   0.0, 200.0,  49.0,   43,   90,   43
  101.180,  -0.0, 297.3, 165.0,  -76,   -0,    0,  -0.1,   0.0,   0.9,   1.5,   3.4,  -0.1,   0.0, 200.0,  49.0,   43,   90,   43
  101.213,  -0.0, 297.5, 165.0,  -76,   -0,    0,  -0.0,   0.0,   0.9,   2.0,   2.9,  -0.1,   0.0, 200.0,  49.0,  -62,   90,  -62
  101.246,  -0.0, 297.7, 165.0,  -76,   -0,    0,  -0.0,   0.0,   0.8,   1.7,   0.9,  -0.1,   0.0, 200.0,  49.0,  -37,   90,  -37
  101.280,  -0.0, 298.0, 165.0,  -76,   -0,    0,   0.3,   0.0,   0.8,   1.9, -19.4,  -0.1,   0.0, 200.0,  49.0,  -37,   90,  -37
  101.313,  -0.0, 298.2, 165.0,  -76,   -0,    0,   0.1,   0.1,   0.8,   6.9,  -6.0,  -0.1,   0.0, 200.0,  49.0,  -37,   90,  -37
  101.346,  -0.0, 298.4, 165.0,  -76,   -0,    0,   0.0,   0.1,   0.9,   5.0,   1.0,  -0.1,   0.0, 200.0,  49.0,  -71,   90,  -71
  101.380,  -0.0, 298.6, 165.0,  -76,   -0,    0,   0.4,   0.1,   0.7,   5.0, -25.9,  -0.2,   0.0, 200.0,  49.0,  -71,   90,  -71
  101.413,  -0.0, 298.9, 165.0,  -76,   -0,    0,  -0.5,  -0.1,   1.0,  -9.2,  28.2,   0.1,   0.0, 200.0,  49.0,   54,   90,   54
  101.446,  -0.0, 299.1, 165.0,  -76,   -0,    0,   0.4,   0.1,   0.6,   5.9, -24.2,  -0.2,   0.0, 200.0,  49.0,  -39,   90,  -39
  101.480,  -0.0, 299.4, 165.0,  -76,   -0,    0,  -0.1,   0.1,   1.0,   2.4,   4.1,  -0.1,   0.0, 200.0,  49.0,  -39,   90,  -39
  101.513,  -0.0, 299.6, 165.0,  -75,   -0,    0,   0.0,   0.2,   0.8,   9.6,   1.2,  -0.2,   0.0, 200.0,  49.0,  -38,   90,  -38
  101.546,  -0.0, 299.9, 165.0,  -75,   -0,    0,   0.0,   0.0,   0.8,   2.0,  -3.1,  -0.1,   0.0, 200.0,  49.0,   -4,   90,   -4
  101.580,  -0.0, 300.1, 165.0,  -75,   -0,    0,   0.0,   0.0,   0.8,   1.2,  -1.9,  -0.1,   0.0, 200.0,  49.0,   -4,   90,   -4
  101.613,  -0.0, 300.3, 165.0,  -75,   -0,    0,   0.0,   0.1,   0.8,   2.8,  -3.5,  -0.1,   0.0, 200.0,  49.0,   15,   90,   15
  101.646,  -0.0, 300.5, 165.0,  -75,   -0,    0,   0.0,   0.0,   0.8,   1.1,  -3.6,  -0.1,   0.0, 200.0,  49.0,  -50,   90,  -50
  101.680,  -0.0, 300.7, 165.0,  -75,   -0,    0,   0.0,   0.0,   0.8,   2.2,  -4.9,  -0.1,   0.0, 200.0,  49.0,  -50,   90,  -50
  101.713,  -0.0, 300.9, 165.0,  -75,   -0,    0,   0.1,   0.0,   0.8,   2.1,  -6.9,  -0.1,   0.0, 200.0,  49.0,  -66,   90,  -66
  101.746,  -0.0, 301.2, 165.0,  -75,   -0,    0,   0.1,   0.0,   0.8,   2.8,  -7.4,  -0.1,   0.0, 200.0,  49.0,  -63,   90,  -63
  101.780,  -0.0, 301.4, 165.0,  -75,   -0,    0,   0.0,   0.0,   0.8,   2.5,  -4.8,  -0.1,   0.0, 200.0,  49.0,  -63,   90,  -63
  101.813,  -0.0, 301.7, 165.0,  -75,   -0,    0,   0.1,   0.0,   0.8,   1.1,  -7.6,  -0.1,   0.0, 200.0,  49.0,  -69,   90,  -69
  101.846,  -0.0, 301.9, 165.0,  -75,   -0,    0,   0.0,   0.0,   0.8,   1.6,  -5.8,  -0.1,   0.0, 200.0,  49.0,   18,   90,   18
  101.880,  -0.0, 302.2, 165.0,  -75,   -0,    0,   0.1,   0.0,   0.8,   2.6, -10.9,  -0.1,   0.0, 200.0,  49.0,   18,   90,   18
  101.913,  -0.0, 302.4, 165.0,  -75,   -0,    0,   0.1,   0.0,   0.8,   1.7,  -8.3,  -0.1,   0.0, 200.0,  49.0,   39,   90,   39
  101.947,  -0.0, 302.7, 165.0,  -75,   -0,    0,   0.1,   0.0,   0.8,   1.2, -10.8,  -0.1,   0.0, 200.0,  49.0,  -74,   90,  -74
  101.980,  -0.0, 302.9, 165.0,  -75,   -0,    0,   0.1,   0.0,   0.8,   1.3, -14.1,  -0.1,   0.0, 200.0,  49.0,  -74,   90,  -74
